-3.335276472694661152e+02,1.699069785800138789e+03,-2.393876638623850528e-01,1.247624241520894202e+03,3.052447610427861946e+04,-1.336888571114849711e+00,-3.215875066833420988e+02,1.916529395907426533e+03,9.948638719900257943e-01,2.500000000000000000e+01,6.544378698224851298e+00,-2.109196707955517114e-01,8.008333333333333712e+02,3.630000000000000000e+02,9.330000000000000000e+02,1.112727272727272663e+02,3.000000000000000000e+00,5.060000000000000000e+02,1.689463784396658639e+02,1.755688417169122317e+02,6.000000000000000000e+00,1.845160609324699164e-01,3.906250000000000000e-02,1.494140625000000000e-01,2.773437500000000000e-01,6.466209435460191344e+02,4.884734126259538243e+03,2.647321919606378651e+04,1.557733719433200115e+01,8.442266280566801129e+01
-5.802570129182493019e+01,4.355154121693947218e+02,-1.707553766563546294e+00,4.146399943194405751e+02,5.236134780952022084e+03,3.030986091204917465e-01,-3.253753155284802006e+02,2.512261146090000693e+03,-2.308232416258548803e-01,2.300000000000000000e+01,7.698888888888888893e+00,-3.621659777011590475e-01,9.685517241379310462e+02,8.230000000000000000e+02,1.103000000000000000e+03,4.107142857142856940e+01,3.000000000000000000e+00,1.340000000000000000e+02,7.852005485720400202e+01,3.551935160760030641e+01,9.666666666666666075e+00,3.183277022380351262e+00,3.613281250000000000e-02,9.179687500000000000e-02,2.177734375000000000e-01,9.401330059505312420e+02,3.282000413817321260e+03,1.031013132298221308e+03,7.609529575378243749e+01,2.390470424621757672e+01
-1.530144044843432880e+02,7.572187981477128460e+02,4.950508583372247307e-01,7.725140765335528386e+02,4.533323859493259988e+03,-2.338641899020437176e+00,-2.899845062184348308e+02,1.335177633198023614e+03,-5.185536295285593511e-02,1.700000000000000000e+01,1.022160664819944387e+00,5.899897671347348327e-01,7.057027027027027088e+02,6.760000000000000000e+02,7.390000000000000000e+02,1.097222222222222143e+01,0.000000000000000000e+00,3.600000000000000000e+01,1.576011996722681552e+01,8.984068792228388389e+00,5.285714285714285587e+00,4.554607280718448337e+00,3.906250000000000000e-02,7.226562500000000000e-02,1.503906250000000000e-01,2.932281683804874106e+01,2.089266803851246834e+02,4.587150274615298429e+01,8.199692706501012651e+01,1.800307293498987349e+01
-2.403232240563987432e+02,6.457175057575244864e+03,1.193402000223661608e+00,9.086978465985821458e+02,1.937032453096571044e+04,-1.664539190987381234e+00,-1.414295107955999526e+02,9.705854093385093438e+04,-1.435890101868398716e+00,1.900000000000000000e+01,2.540894901144641338e+01,1.072929126680374878e+00,8.889666666666666970e+02,7.960000000000000000e+02,1.066000000000000000e+03,6.813793103448276156e+01,3.000000000000000000e+00,2.700000000000000000e+02,5.903621526354546489e+01,6.151464641967741187e+01,1.000000000000000000e+01,3.692072872695393304e-01,3.808593750000000000e-02,4.003906250000000000e-02,2.529296875000000000e-01,2.684655013759063422e+02,3.232709697133739155e+02,8.755812272940602270e+02,2.696503960374101894e+01,7.303496039625898106e+01
-1.048966432734069087e+02,3.060616892032382384e+04,-2.762411272109172700e+00,4.635968093915651025e+02,1.854612263606350170e+05,2.737702952148806990e+00,-1.197445020580070434e+02,1.485320222897442136e+03,-8.282542398798284911e-01,2.000000000000000000e+01,3.272727272727272929e+00,0.000000000000000000e+00,1.043599999999999909e+03,9.160000000000000000e+02,1.226000000000000000e+03,1.521111111111111143e+02,4.700000000000000000e+01,3.100000000000000000e+02,1.088915872681529748e+02,9.722453965491999384e+01,5.000000000000000000e+00,1.818535124237252165e-01,3.906250000000000000e-02,1.494140625000000000e-01,3.652343750000000000e-01,4.622638406316795567e+01,9.752774536008778341e+02,5.362983868733018426e+03,1.538714489672946861e+01,8.461285510327053316e+01
-3.761484203532994286e+01,3.089254774302204964e+02,-6.426386305413990252e-01,4.126456348498915645e+02,2.590134517238672743e+03,-1.511761145896051595e+00,-3.400436006701045244e+02,1.961145220976340170e+03,5.015490813845436824e-01,1.400000000000000000e+01,9.935027072053310704e+00,2.266348312165937795e+00,5.691666666666666288e+02,5.090000000000000000e+02,6.460000000000000000e+02,1.397872340425531945e+01,0.000000000000000000e+00,3.700000000000000000e+01,3.517332967700635749e+01,8.058183422707971388e+00,6.000000000000000000e+00,1.181524980900483079e+00,3.320312500000000000e-02,4.003906250000000000e-02,1.718750000000000000e-01,3.032832959881894226e+02,2.794205130220797741e+02,2.364914136721199611e+02,5.416050658346239288e+01,4.583949341653759291e+01
-1.073335919221493242e+02,1.025547016844706718e+02,-7.695688483470640717e-01,3.109367369457366408e+02,3.466798559539975031e+02,5.672765751263775247e-01,-8.941502836289805600e+01,1.303576538722196574e+02,4.105374533462634035e-01,2.400000000000000000e+01,2.816432059752945083e+00,-4.024951841388449969e-01,9.166724137931034875e+02,6.460000000000000000e+02,1.143000000000000000e+03,6.992982456140350678e+01,0.000000000000000000e+00,3.700000000000000000e+02,9.746333326391771834e+01,9.329903146969402883e+01,3.866666666666666696e+00,5.948839773256744401e-01,3.906250000000000000e-02,1.318359375000000000e-01,2.939453125000000000e-01,5.952521346208724253e+02,2.266071879972140778e+03,3.809266960188373105e+03,3.729951430844423754e+01,6.270048569155577667e+01
-2.340874449493664144e+02,5.824785961870708206e+02,-2.728274767974072645e-01,8.795192781095157670e+02,9.331889448505038445e+02,-7.234155505649884910e-02,-2.141791588606971288e+02,8.629080432257178472e+02,3.195347011295350259e-01,2.200000000000000000e+01,4.043704474505723567e+00,-8.197085054137525084e-01,8.828333333333333712e+02,8.660000000000000000e+02,8.960000000000000000e+02,7.241379310344827402e+00,0.000000000000000000e+00,2.700000000000000000e+01,8.733934348013059790e+00,6.467805834691618294e+00,2.307692307692307487e+00,1.053462989447386394e-01,2.441406250000000000e-02,1.494140625000000000e-01,1.894531250000000000e-01,1.634261425952148183e+00,3.523361563633191196e+00,3.344551824721850153e+01,9.530614889226256992e+00,9.046938511077375722e+01
-1.519926486201311207e+02,3.304321376860260671e+02,7.249396692539774589e-01,8.148422162057922833e+02,5.297576735705481042e+03,-1.294718710569707776e+00,-2.356129227629114951e+02,6.814253532095851824e+02,-7.639104093685437913e-02,1.800000000000000000e+01,3.186682520808559738e-01,5.073678789871914896e-01,9.590714285714285552e+02,9.060000000000000000e+02,9.890000000000000000e+02,2.329629629629629761e+01,3.000000000000000000e+00,5.300000000000000000e+01,2.239531791581143239e+01,1.517288780082830080e+01,5.599999999999999645e+00,2.806997666920931223e-01,3.906250000000000000e-02,4.296875000000000000e-02,2.402343750000000000e-01,3.378096472996799804e+01,8.848214309054581861e+01,3.152198668821986871e+02,2.191768703270007990e+01,7.808231296729991300e+01
-1.224622725196661719e+02,6.985908322778368529e+03,-4.486894071981470944e+00,3.934114539123061149e+02,2.444929293514094752e+04,4.547663392300500540e+00,-1.744303961028758749e+02,9.803628509541782478e+03,4.176577869307129376e+00,2.200000000000000000e+01,5.408284023668638696e+00,-8.663728866321551703e-02,1.071720000000000027e+03,6.990000000000000000e+02,1.109000000000000000e+03,2.895833333333333215e+01,0.000000000000000000e+00,3.900000000000000000e+02,7.907144448745914644e+01,7.762814324192228810e+01,4.166666666666666963e+00,2.484670863090659321e+00,1.855468750000000000e-02,4.003906250000000000e-02,2.783203125000000000e-01,1.297806557793973639e+02,9.608669339757366856e+01,3.867179948254889155e+01,7.130288514212588780e+01,2.869711485787411931e+01
