id,y
0.0,70.85655478170135
1.0,71.69462935540312
2.0,70.81583758377883
3.0,72.81516087054918
4.0,73.08500493709494
5.0,71.64165022991129
6.0,64.66186411213718
7.0,63.44651907957788
8.0,75.14013337820029
9.0,77.27817624144920
10.0,59.73766681504983
11.0,77.95770153307301
12.0,77.86795201918821
13.0,77.07306984732342
14.0,57.26830363172002
15.0,74.78322259178108
16.0,62.66073636800618
17.0,75.88146902927049
18.0,69.38773595973915
19.0,69.76009804626491
20.0,72.32515661797031
21.0,66.62151845789127
22.0,78.53689362181559
23.0,76.20787066423161
24.0,56.47009501718046
25.0,70.05300018018180
26.0,53.41260355020191
27.0,73.71871038869402
28.0,63.40788886572474
29.0,74.19721214403718
30.0,59.89877874157715
31.0,70.72885869217700
32.0,59.06152980301163
33.0,72.56100287840540
34.0,75.62749795459045
35.0,63.93528085759249
36.0,70.69655632216104
37.0,52.08487697858538
38.0,68.53135536190979
39.0,70.78854694097471
40.0,68.84430783930013
41.0,78.70715967816751
42.0,77.90786195127505
43.0,82.25193699092532
44.0,70.94268274741665
45.0,68.57891926886745
46.0,73.61963948777228
47.0,77.55042600652281
48.0,81.14129915194945
49.0,68.67876765201807
50.0,76.75548876984759
51.0,63.97728978553575
52.0,60.20696907059320
53.0,82.16833493716119
54.0,79.14621394344351
55.0,69.68161249243795
56.0,67.31481917735563
57.0,78.09777503405977
58.0,74.12221053188944
59.0,58.81002410752561
60.0,60.85466203749728
61.0,79.00576098855609
62.0,62.20588600003282
63.0,70.92143024970119
64.0,70.20098378233412
65.0,57.60822114989337
66.0,70.98016134495570
67.0,80.30640503086764
68.0,62.66992961879474
69.0,75.80686715385667
70.0,57.84319600051568
71.0,76.32989811624799
72.0,68.10005726330016
73.0,61.26476814044717
74.0,65.85695589335388
75.0,71.22031233725893
76.0,75.54196326771851
77.0,54.77240000513648
78.0,80.35020870374827
79.0,82.37923572576443
80.0,75.02645657978179
81.0,76.17282917489194
82.0,69.43714446030070
83.0,74.40909693349036
84.0,56.98991667885781
85.0,61.42259535188109
86.0,53.80420590648473
87.0,83.70822714434040
88.0,76.15348263919338
89.0,79.96160744642965
90.0,67.90960510510884
91.0,70.47391024164085
92.0,77.22386331270091
93.0,71.57947236085437
94.0,71.79899848370812
95.0,54.32379972176458
96.0,73.82428738884867
97.0,69.06447288371953
98.0,67.55120167346696
99.0,79.67894199908469
100.0,81.47208077467405
101.0,75.33971389771936
102.0,77.88344080540834
103.0,87.30622262902261
104.0,85.17857072300770
105.0,66.68830063156811
106.0,58.51583618757628
107.0,73.19937244555570
108.0,77.32842457135601
109.0,56.24568610918519
110.0,69.45429563451472
111.0,70.02588085042794
112.0,73.52572701362011
113.0,57.62457587108772
114.0,71.27869715892497
115.0,71.43240620417778
116.0,75.18782125021679
117.0,79.23711578318378
118.0,73.33627777582137
119.0,68.60478380312615
120.0,82.06225762385198
121.0,79.32035365484441
122.0,63.54378417045855
123.0,59.14856541288135
124.0,71.26623109057189
125.0,61.32257061362681
126.0,58.72896303465710
127.0,78.69536378005284
128.0,78.85434603806220
129.0,66.10797649388998
130.0,57.53888246526201
131.0,74.90245800431865
132.0,66.87243620589371
133.0,60.03749655708711
134.0,77.99380275507215
135.0,63.98182111766733
136.0,75.66492059922059
137.0,77.57871361701287
138.0,72.31624575623334
139.0,71.47656679657848
140.0,69.12024125369481
141.0,60.95022762380588
142.0,72.06487905471643
143.0,71.30091249258810
144.0,80.67076549953835
145.0,54.41394854648372
146.0,70.88449162226681
147.0,61.67734764107543
148.0,73.99469523747513
149.0,74.79375974142208
150.0,77.24371965574113
151.0,67.74527253154211
152.0,66.74140266805598
153.0,61.05411751880201
154.0,83.44121310516437
155.0,56.70307875779643
156.0,66.79864467659732
157.0,72.24869182969272
158.0,82.19084955311642
159.0,84.89194462342141
160.0,82.39565352382741
161.0,66.99201397264123
162.0,85.72310810819441
163.0,69.75480581441080
164.0,71.44426730413997
165.0,70.96521103563950
166.0,65.00888932248021
167.0,74.49547446109842
168.0,72.03851557987086
169.0,74.79106556114722
170.0,61.98429230204481
171.0,73.70636045909252
172.0,57.73363074857976
173.0,65.75326351331171
174.0,76.64911951679714
175.0,64.02076502042138
176.0,80.06328905631108
177.0,71.57333689492437
178.0,58.50622256069285
179.0,71.11968271047512
180.0,69.85960449132023
181.0,61.39634085671106
182.0,77.00079686421377
183.0,64.69992165751162
184.0,53.00012454084099
185.0,58.25078172619307
186.0,59.11865785688935
187.0,63.29003277138347
188.0,60.68964415929837
189.0,58.05500915838642
190.0,66.44689236987702
191.0,63.25165926381012
192.0,75.57755006006968
193.0,68.85576609228684
194.0,61.79897201822807
195.0,74.40992352335222
196.0,78.94719180617770
197.0,69.87553050970450
198.0,51.18725233407939
199.0,58.59678784786323
200.0,65.70736156786847
201.0,72.35195334928470
202.0,71.40850066534928
203.0,76.11843841893678
204.0,76.42407600326131
205.0,69.88997687828606
206.0,72.45041753143819
207.0,66.60773437800185
208.0,53.19102104371430
209.0,58.28848079357929
210.0,75.18494682346015
211.0,73.78065865008023
212.0,75.98403783400231
213.0,79.41640356550251
214.0,66.54799173047087
215.0,68.32581021282149
216.0,78.88503142021516
217.0,72.34281420640164
218.0,65.74701034152072
219.0,75.70468710523141
220.0,51.28786750367700
221.0,73.16374183779425
222.0,51.41494912780408
223.0,71.57259337775534
224.0,63.70030282742991
225.0,68.39808789831163
226.0,79.41620830311659
227.0,66.87188584259862
228.0,60.10865151528735
229.0,72.12534557933083
230.0,75.74396699086273
231.0,59.88071751662140
232.0,66.86368824975328
233.0,70.89022531210757
234.0,73.15368854099763
235.0,79.09956704236662
236.0,69.26043543390473
237.0,77.43313318376360
238.0,79.97194821480410
239.0,62.67319793912300
240.0,59.12971534230722
241.0,52.85021187629633
242.0,66.51003848099793
243.0,68.49175519767176
244.0,66.22598859465404
245.0,65.20348565158328
246.0,61.13510461368076
247.0,75.62130713029764
248.0,78.48744407497318
249.0,57.69342713353593
250.0,63.03152863164610
251.0,64.40671129380796
252.0,74.29322643991067
253.0,68.49165757616547
254.0,61.83273121318024
255.0,77.53642716436886
256.0,77.76317326905330
257.0,72.63829670782079
258.0,57.83521933247233
259.0,65.94199752855171
260.0,74.32078480977233
261.0,70.75260068351818
262.0,60.06042611317053
263.0,73.03697518416801
264.0,81.70680799663467
265.0,64.78428612124880
266.0,66.45881783926571
267.0,81.38607680156254
268.0,71.12674145335447
269.0,79.09883148736766
270.0,70.40194467799540
271.0,66.14803521868579
272.0,79.08424629791452
273.0,57.43736797616373
274.0,66.82497743396044
275.0,82.70518600134064
276.0,59.98537557232614
277.0,60.95340774758560
278.0,65.10440399491949
279.0,74.36643212075975
280.0,60.15681497292983
281.0,64.73887907861986
282.0,78.15174323743540
